Date,Price,Open,High,Low,Change %,
13-Aug-02,0.9838,0.9786,0.985,0.9752,0.50%,TRUE
12-Aug-02,0.9789,0.9704,0.9801,0.9697,0.94%,TRUE
9-Aug-02,0.9698,0.9668,0.9742,0.9656,0.31%,TRUE
8-Aug-02,0.9668,0.9764,0.9774,0.964,-1.01%,TRUE
7-Aug-02,0.9767,0.9678,0.9771,0.966,0.93%,TRUE
6-Aug-02,0.9677,0.9786,0.9801,0.9621,-1.10%,TRUE
5-Aug-02,0.9785,0.9863,0.9876,0.978,-0.75%,TRUE
2-Aug-02,0.9859,0.9876,0.9919,0.9835,-0.17%,TRUE
1-Aug-02,0.9876,0.9779,0.9878,0.9726,0.99%,TRUE
31-Jul-02,0.9779,0.9832,0.9857,0.9759,-0.56%,TRUE
30-Jul-02,0.9834,0.9818,0.9894,0.9778,0.14%,TRUE
29-Jul-02,0.982,0.9856,0.9891,0.977,-0.40%,TRUE
26-Jul-02,0.9859,1.0054,1.007,0.9852,-1.95%,TRUE
25-Jul-02,1.0055,0.9947,1.0064,0.9947,1.09%,TRUE
24-Jul-02,0.9947,0.9901,0.9983,0.9873,0.50%,TRUE
23-Jul-02,0.9898,1.0043,1.0048,0.9844,-1.48%,TRUE
22-Jul-02,1.0047,1.0124,1.0135,1.0041,-0.69%,TRUE
19-Jul-02,1.0117,1.0111,1.021,1.0102,0.11%,TRUE
18-Jul-02,1.0106,1.0063,1.0122,1.0039,0.44%,TRUE
17-Jul-02,1.0062,1.0119,1.0164,1.0032,-0.55%,TRUE
16-Jul-02,1.0118,1.0046,1.015,1.0042,0.72%,TRUE
15-Jul-02,1.0046,0.9932,1.0091,0.993,1.41%,TRUE
12-Jul-02,0.9906,0.9862,0.9926,0.985,0.45%,TRUE
11-Jul-02,0.9862,0.9892,0.9941,0.9832,-0.28%,TRUE
10-Jul-02,0.989,0.9915,0.9971,0.9858,-0.24%,TRUE
9-Jul-02,0.9914,0.9895,0.9956,0.9871,0.20%,TRUE
8-Jul-02,0.9894,0.9757,0.9917,0.9754,1.69%,TRUE
5-Jul-02,0.973,0.977,0.9776,0.9714,-0.40%,TRUE
4-Jul-02,0.9769,0.9804,0.982,0.9749,-0.37%,TRUE
3-Jul-02,0.9805,0.9839,0.9851,0.9767,-0.36%,TRUE
2-Jul-02,0.984,0.9915,0.9918,0.9797,-0.74%,TRUE
1-Jul-02,0.9913,0.9923,0.9973,0.9861,0.02%,TRUE
28-Jun-02,0.9911,0.9911,0.9992,0.9837,-0.03%,TRUE
27-Jun-02,0.9914,0.9822,0.9916,0.9808,0.95%,TRUE
26-Jun-02,0.9821,0.9848,0.9947,0.9786,-0.27%,TRUE
25-Jun-02,0.9848,0.9706,0.9867,0.9661,1.45%,TRUE
24-Jun-02,0.9707,0.9709,0.9817,0.9678,0.02%,TRUE
21-Jun-02,0.9705,0.9647,0.9722,0.963,0.60%,TRUE
20-Jun-02,0.9647,0.9567,0.9669,0.9556,0.83%,TRUE
19-Jun-02,0.9568,0.9534,0.9582,0.9519,0.37%,TRUE
18-Jun-02,0.9533,0.9443,0.954,0.9435,0.94%,TRUE
17-Jun-02,0.9444,0.9449,0.9469,0.9411,-0.11%,TRUE
14-Jun-02,0.9454,0.9428,0.9524,0.9413,0.28%,TRUE
13-Jun-02,0.9428,0.9443,0.9477,0.9395,-0.19%,TRUE
12-Jun-02,0.9446,0.9482,0.9508,0.9425,-0.37%,TRUE
11-Jun-02,0.9481,0.9436,0.9497,0.9403,0.50%,TRUE
10-Jun-02,0.9434,0.9434,0.9484,0.9387,0.08%,TRUE
7-Jun-02,0.9426,0.9467,0.949,0.9426,-0.42%,TRUE
6-Jun-02,0.9466,0.9399,0.9482,0.9336,0.70%,TRUE
5-Jun-02,0.94,0.94,0.942,0.9351,0.01%,TRUE
4-Jun-02,0.9399,0.9403,0.9455,0.9387,-0.06%,TRUE
3-Jun-02,0.9405,0.932,0.9423,0.9302,0.73%,TRUE
31-May-02,0.9337,0.9366,0.9402,0.9283,-0.37%,TRUE
30-May-02,0.9372,0.9355,0.9416,0.9347,0.19%,TRUE
29-May-02,0.9354,0.9289,0.9372,0.9271,0.68%,TRUE
28-May-02,0.9291,0.9205,0.9311,0.9198,0.91%,TRUE
27-May-02,0.9207,0.9207,0.9226,0.9182,0.04%,TRUE
24-May-02,0.9203,0.921,0.9233,0.9161,-0.08%,TRUE
23-May-02,0.921,0.9257,0.9273,0.918,-0.51%,TRUE
22-May-02,0.9257,0.9189,0.928,0.9181,0.77%,TRUE
21-May-02,0.9186,0.9213,0.9223,0.9161,-0.28%,TRUE
20-May-02,0.9212,0.9205,0.9232,0.918,0.01%,TRUE
17-May-02,0.9211,0.9118,0.9224,0.9112,1.01%,TRUE
16-May-02,0.9119,0.9112,0.9144,0.9085,0.04%,TRUE
15-May-02,0.9115,0.9018,0.913,0.8994,1.11%,TRUE
14-May-02,0.9015,0.9115,0.9117,0.901,-1.04%,TRUE
13-May-02,0.911,0.9129,0.9171,0.9094,-0.33%,TRUE
10-May-02,0.914,0.9089,0.9153,0.9084,0.58%,TRUE
9-May-02,0.9087,0.9045,0.9116,0.9037,0.45%,TRUE
8-May-02,0.9046,0.9128,0.9147,0.9036,-0.91%,TRUE
7-May-02,0.9129,0.9182,0.9193,0.9114,-0.58%,TRUE
6-May-02,0.9182,0.9166,0.9188,0.9133,0.10%,TRUE
3-May-02,0.9173,0.9032,0.9178,0.9024,1.57%,TRUE
2-May-02,0.9031,0.9069,0.9083,0.901,-0.42%,TRUE
1-May-02,0.9069,0.9002,0.9089,0.899,0.73%,TRUE
30-Apr-02,0.9003,0.9033,0.9045,0.8988,-0.33%,TRUE
29-Apr-02,0.9033,0.9014,0.9049,0.9007,0.20%,TRUE
26-Apr-02,0.9015,0.8979,0.9026,0.896,0.39%,TRUE
25-Apr-02,0.898,0.8924,0.8994,0.8915,0.64%,TRUE
24-Apr-02,0.8923,0.8884,0.8934,0.8873,0.44%,TRUE
23-Apr-02,0.8884,0.8891,0.8906,0.8858,-0.15%,TRUE
22-Apr-02,0.8897,0.8903,0.8909,0.8867,-0.28%,TRUE
19-Apr-02,0.8922,0.8906,0.8929,0.8878,0.15%,TRUE
18-Apr-02,0.8909,0.8908,0.8922,0.8856,-0.01%,TRUE
17-Apr-02,0.891,0.8821,0.8913,0.8817,1.01%,TRUE
16-Apr-02,0.8821,0.8797,0.8842,0.8789,0.28%,TRUE
15-Apr-02,0.8796,0.8798,0.8826,0.8788,-0.15%,TRUE
12-Apr-02,0.8809,0.8815,0.8829,0.8774,-0.08%,TRUE
11-Apr-02,0.8816,0.8807,0.885,0.8788,0.11%,TRUE
10-Apr-02,0.8806,0.8813,0.8827,0.8786,-0.05%,TRUE
9-Apr-02,0.881,0.8745,0.8818,0.8733,0.75%,TRUE
8-Apr-02,0.8744,0.8785,0.8795,0.8735,-0.47%,TRUE
5-Apr-02,0.8785,0.8788,0.8818,0.8772,-0.03%,TRUE
4-Apr-02,0.8788,0.8805,0.8859,0.8764,-0.16%,TRUE
3-Apr-02,0.8802,0.8784,0.8831,0.8774,0.23%,TRUE
2-Apr-02,0.8782,0.8796,0.8817,0.8772,-0.22%,TRUE
1-Apr-02,0.8801,0.8721,0.8824,0.8717,0.94%,TRUE
29-Mar-02,0.8719,0.8717,0.8731,0.8704,0.03%,TRUE
28-Mar-02,0.8716,0.873,0.8746,0.8698,-0.16%,TRUE
27-Mar-02,0.873,0.8766,0.8772,0.8719,-0.42%,TRUE
26-Mar-02,0.8767,0.8773,0.8798,0.8731,-0.10%,TRUE
25-Mar-02,0.8776,0.8769,0.8785,0.8752,-0.05%,TRUE
22-Mar-02,0.878,0.8824,0.883,0.8749,-0.51%,TRUE
21-Mar-02,0.8825,0.8852,0.8861,0.8805,-0.35%,TRUE
20-Mar-02,0.8856,0.881,0.8862,0.8787,0.50%,TRUE
19-Mar-02,0.8812,0.8818,0.8847,0.8795,-0.10%,TRUE
18-Mar-02,0.8821,0.8815,0.8833,0.8782,-0.10%,TRUE
15-Mar-02,0.883,0.8825,0.887,0.8807,0.03%,TRUE
14-Mar-02,0.8827,0.876,0.8845,0.8754,0.76%,TRUE
13-Mar-02,0.876,0.8745,0.8786,0.8724,0.17%,TRUE
12-Mar-02,0.8745,0.8758,0.8768,0.8703,-0.15%,TRUE
11-Mar-02,0.8758,0.8738,0.8774,0.8732,0.27%,TRUE
8-Mar-02,0.8734,0.8813,0.8819,0.872,-0.89%,TRUE
7-Mar-02,0.8812,0.8769,0.8843,0.8739,0.51%,TRUE
6-Mar-02,0.8767,0.8716,0.8777,0.8693,0.61%,TRUE
5-Mar-02,0.8714,0.8695,0.8731,0.8648,0.22%,TRUE
4-Mar-02,0.8695,0.8648,0.8717,0.8631,0.43%,TRUE
1-Mar-02,0.8658,0.8686,0.8695,0.8629,-0.33%,TRUE
28-Feb-02,0.8687,0.8659,0.8699,0.8623,0.32%,TRUE
27-Feb-02,0.8659,0.8637,0.8669,0.8625,0.25%,TRUE
26-Feb-02,0.8637,0.8698,0.8724,0.8615,-0.67%,TRUE
25-Feb-02,0.8695,0.8755,0.8759,0.8687,-0.65%,TRUE
22-Feb-02,0.8752,0.8704,0.8779,0.868,0.56%,TRUE
21-Feb-02,0.8703,0.8701,0.8722,0.8679,0.02%,TRUE
20-Feb-02,0.8701,0.8764,0.8785,0.8687,-0.75%,TRUE
19-Feb-02,0.8767,0.8706,0.8784,0.8663,0.71%,TRUE
18-Feb-02,0.8705,0.8731,0.8744,0.8699,-0.29%,TRUE
15-Feb-02,0.873,0.8741,0.8745,0.8694,-0.11%,TRUE
14-Feb-02,0.874,0.8715,0.8749,0.868,0.31%,TRUE
13-Feb-02,0.8713,0.8766,0.8772,0.8703,-0.60%,TRUE
12-Feb-02,0.8766,0.8774,0.8802,0.874,-0.06%,TRUE
11-Feb-02,0.8771,0.8709,0.8803,0.8707,0.56%,TRUE
8-Feb-02,0.8722,0.8704,0.8756,0.8702,0.20%,TRUE
7-Feb-02,0.8705,0.8674,0.8719,0.8645,0.32%,TRUE
6-Feb-02,0.8677,0.868,0.8708,0.8633,-0.03%,TRUE
5-Feb-02,0.868,0.8696,0.8734,0.8651,-0.17%,TRUE
4-Feb-02,0.8695,0.862,0.8713,0.8605,0.85%,TRUE
1-Feb-02,0.8622,0.8585,0.8644,0.8562,0.42%,TRUE
31-Jan-02,0.8586,0.8617,0.8647,0.8576,-0.36%,TRUE
30-Jan-02,0.8617,0.8651,0.8677,0.8599,-0.40%,TRUE
29-Jan-02,0.8652,0.8613,0.8661,0.8592,0.43%,TRUE
28-Jan-02,0.8615,0.8643,0.8666,0.857,-0.34%,TRUE
25-Jan-02,0.8644,0.8775,0.8788,0.8631,-1.47%,TRUE
24-Jan-02,0.8773,0.8783,0.8796,0.8752,-0.14%,TRUE
23-Jan-02,0.8785,0.8883,0.8892,0.8765,-1.08%,TRUE
22-Jan-02,0.8881,0.8834,0.8887,0.8811,0.53%,TRUE
21-Jan-02,0.8834,0.8861,0.8869,0.8824,-0.12%,TRUE
18-Jan-02,0.8845,0.8816,0.8853,0.8795,0.33%,TRUE
17-Jan-02,0.8816,0.8846,0.8854,0.8793,-0.33%,TRUE
16-Jan-02,0.8845,0.8842,0.8853,0.8802,0.03%,TRUE
15-Jan-02,0.8842,0.8941,0.8947,0.882,-1.12%,TRUE
14-Jan-02,0.8942,0.8944,0.8956,0.8914,0.22%,TRUE
11-Jan-02,0.8922,0.8923,0.8934,0.8895,0.00%,TRUE
10-Jan-02,0.8922,0.8918,0.8941,0.89,0.06%,TRUE
9-Jan-02,0.8917,0.8952,0.8952,0.8864,-0.36%,TRUE
8-Jan-02,0.8949,0.8932,0.8954,0.8882,0.19%,TRUE
7-Jan-02,0.8932,0.8963,0.8998,0.8881,-0.18%,TRUE
4-Jan-02,0.8948,0.8992,0.9003,0.8938,-0.50%,TRUE
3-Jan-02,0.8993,0.9041,0.9061,0.8974,-0.55%,TRUE
2-Jan-02,0.9043,0.8892,0.9069,0.8883,1.66%,TRUE
1-Jan-02,0.8895,0.8909,0.8913,0.8863,-0.16%,TRUE
31-Dec-01,0.8909,0.8837,0.8927,0.8822,0.83%,TRUE
28-Dec-01,0.8836,0.8831,0.8847,0.8786,0.07%,TRUE
27-Dec-01,0.883,0.8802,0.8872,0.8772,0.33%,TRUE
26-Dec-01,0.8801,0.8789,0.8821,0.8762,0.39%,TRUE
25-Dec-01,0.8767,0.8772,0.8825,0.8762,-0.11%,TRUE
24-Dec-01,0.8777,0.888,0.891,0.8737,-1.16%,TRUE
21-Dec-01,0.888,0.9,0.9016,0.8854,-1.41%,TRUE
20-Dec-01,0.9007,0.9007,0.9015,0.8958,0.01%,TRUE
19-Dec-01,0.9006,0.9033,0.9039,0.895,-0.29%,TRUE
18-Dec-01,0.9032,0.9021,0.9045,0.8991,0.12%,TRUE
17-Dec-01,0.9021,0.9034,0.9086,0.9014,-0.08%,TRUE
14-Dec-01,0.9028,0.8929,0.9058,0.8917,1.14%,TRUE
13-Dec-01,0.8926,0.8983,0.8995,0.8916,-0.60%,TRUE
12-Dec-01,0.898,0.8928,0.899,0.8918,0.58%,TRUE
11-Dec-01,0.8928,0.8907,0.8931,0.8879,0.22%,TRUE
10-Dec-01,0.8908,0.8898,0.892,0.8838,0.13%,TRUE
7-Dec-01,0.8896,0.8947,0.8955,0.8878,-0.60%,TRUE
6-Dec-01,0.895,0.8881,0.8954,0.8861,0.75%,TRUE
5-Dec-01,0.8883,0.8902,0.8943,0.8842,-0.20%,TRUE
4-Dec-01,0.8901,0.8912,0.8925,0.8881,-0.17%,TRUE
3-Dec-01,0.8916,0.8956,0.8971,0.8886,-0.55%,TRUE
30-Nov-01,0.8965,0.8872,0.8984,0.8842,1.00%,TRUE
29-Nov-01,0.8876,0.8877,0.8922,0.885,-0.03%,TRUE
28-Nov-01,0.8879,0.8834,0.889,0.881,0.51%,TRUE
27-Nov-01,0.8834,0.8801,0.8842,0.8765,0.33%,TRUE
26-Nov-01,0.8805,0.8767,0.8835,0.8767,0.27%,TRUE
23-Nov-01,0.8781,0.8779,0.8814,0.8733,0.05%,TRUE
22-Nov-01,0.8777,0.8785,0.8797,0.8754,-0.16%,TRUE
21-Nov-01,0.8791,0.8831,0.8837,0.875,-0.44%,TRUE
20-Nov-01,0.883,0.8786,0.8844,0.8776,0.50%,TRUE
19-Nov-01,0.8786,0.884,0.8854,0.8762,-0.63%,TRUE
16-Nov-01,0.8842,0.8817,0.8867,0.8802,0.24%,TRUE
15-Nov-01,0.8821,0.8825,0.8856,0.8798,-0.11%,TRUE
14-Nov-01,0.8831,0.88,0.8844,0.8768,0.24%,TRUE
13-Nov-01,0.881,0.8942,0.8944,0.8787,-1.50%,TRUE
12-Nov-01,0.8944,0.8946,0.9019,0.8909,0.02%,TRUE
9-Nov-01,0.8942,0.8923,0.8952,0.8884,0.16%,TRUE
8-Nov-01,0.8928,0.8978,0.8998,0.8902,-0.63%,TRUE
7-Nov-01,0.8985,0.8944,0.9049,0.8935,0.38%,TRUE
6-Nov-01,0.8951,0.8976,0.8995,0.8939,-0.33%,TRUE
5-Nov-01,0.8981,0.9017,0.9019,0.894,-0.47%,TRUE
2-Nov-01,0.9023,0.9017,0.9076,0.9004,-0.04%,TRUE
1-Nov-01,0.9027,0.9005,0.9122,0.899,0.32%,TRUE
31-Oct-01,0.8998,0.9044,0.908,0.8983,-0.53%,TRUE
30-Oct-01,0.9046,0.9046,0.9103,0.9028,-0.01%,TRUE
29-Oct-01,0.9047,0.8925,0.9053,0.892,1.29%,TRUE
26-Oct-01,0.8932,0.8922,0.8952,0.89,0.09%,TRUE
25-Oct-01,0.8924,0.8938,0.8982,0.8876,-0.19%,TRUE
24-Oct-01,0.8941,0.8903,0.8946,0.8892,0.44%,TRUE
23-Oct-01,0.8902,0.8909,0.893,0.8865,-0.22%,TRUE
22-Oct-01,0.8922,0.8981,0.9004,0.8893,-0.78%,TRUE
19-Oct-01,0.8992,0.9031,0.9036,0.8962,-0.41%,TRUE
18-Oct-01,0.9029,0.9028,0.9058,0.9,-0.10%,TRUE
17-Oct-01,0.9038,0.9084,0.9095,0.9009,-0.50%,TRUE
16-Oct-01,0.9083,0.9083,0.9114,0.9034,-0.12%,TRUE
15-Oct-01,0.9094,0.9115,0.9139,0.9063,-0.24%,TRUE
12-Oct-01,0.9116,0.9025,0.9127,0.901,1.02%,TRUE
11-Oct-01,0.9024,0.9106,0.9124,0.8984,-0.97%,TRUE
10-Oct-01,0.9112,0.9128,0.916,0.9098,-0.22%,TRUE
9-Oct-01,0.9132,0.9206,0.9228,0.9123,-0.88%,TRUE
8-Oct-01,0.9213,0.918,0.9246,0.9161,0.30%,TRUE
5-Oct-01,0.9185,0.9177,0.9209,0.9153,0.04%,TRUE
4-Oct-01,0.9181,0.9141,0.9187,0.9107,0.38%,TRUE
3-Oct-01,0.9146,0.9181,0.9238,0.9124,-0.48%,TRUE
2-Oct-01,0.919,0.9169,0.92,0.9129,0.16%,TRUE
1-Oct-01,0.9175,0.91,0.9179,0.9057,0.64%,TRUE
28-Sep-01,0.9117,0.9178,0.9183,0.9079,-0.72%,TRUE
27-Sep-01,0.9183,0.9227,0.9234,0.9154,-0.54%,TRUE
26-Sep-01,0.9233,0.9229,0.9245,0.9188,0.00%,TRUE
25-Sep-01,0.9233,0.9165,0.9252,0.9143,0.69%,TRUE
24-Sep-01,0.917,0.9133,0.9206,0.91,0.23%,TRUE
21-Sep-01,0.9149,0.9274,0.9277,0.9082,-1.40%,TRUE
20-Sep-01,0.9279,0.926,0.9296,0.9226,0.12%,TRUE
19-Sep-01,0.9268,0.9268,0.9327,0.9223,-0.08%,TRUE
18-Sep-01,0.9275,0.9247,0.9284,0.9184,0.34%,TRUE
17-Sep-01,0.9244,0.9233,0.9335,0.9169,0.39%,TRUE
14-Sep-01,0.9208,0.9106,0.925,0.9077,1.05%,TRUE
13-Sep-01,0.9112,0.9067,0.913,0.9044,0.47%,TRUE
12-Sep-01,0.9069,0.9112,0.915,0.9005,-0.81%,TRUE
11-Sep-01,0.9143,0.8982,0.9172,0.8947,1.80%,TRUE
10-Sep-01,0.8981,0.906,0.9081,0.8971,-1.02%,TRUE
7-Sep-01,0.9074,0.8955,0.9077,0.8845,1.26%,TRUE
6-Sep-01,0.8961,0.8864,0.897,0.8821,1.17%,TRUE
5-Sep-01,0.8857,0.8881,0.8914,0.8842,-0.33%,TRUE
4-Sep-01,0.8886,0.9074,0.9079,0.884,-2.05%,TRUE
3-Sep-01,0.9072,0.9099,0.9106,0.9053,-0.57%,TRUE
31-Aug-01,0.9124,0.916,0.92,0.9058,-0.45%,TRUE
30-Aug-01,0.9165,0.9086,0.9185,0.9056,0.79%,TRUE
29-Aug-01,0.9093,0.9127,0.915,0.9079,-0.36%,TRUE
28-Aug-01,0.9126,0.9112,0.913,0.9024,0.13%,TRUE
27-Aug-01,0.9114,0.9131,0.9146,0.9081,-0.39%,TRUE
24-Aug-01,0.915,0.9145,0.9166,0.907,-0.03%,TRUE
23-Aug-01,0.9153,0.9123,0.9169,0.9096,0.08%,TRUE
22-Aug-01,0.9146,0.9179,0.9242,0.9132,-0.35%,TRUE
21-Aug-01,0.9178,0.9139,0.9185,0.9073,0.34%,TRUE
20-Aug-01,0.9147,0.9175,0.9204,0.9106,-0.38%,TRUE
17-Aug-01,0.9182,0.9114,0.9185,0.9093,0.67%,TRUE
16-Aug-01,0.9121,0.9136,0.9204,0.9089,-0.23%,TRUE
15-Aug-01,0.9142,0.9023,0.9153,0.9014,1.22%,TRUE
14-Aug-01,0.9032,0.8967,0.9038,0.8931,0.76%,TRUE
13-Aug-01,0.8964,0.893,0.9011,0.8918,0.35%,TRUE
10-Aug-01,0.8933,0.892,0.8962,0.8907,0.10%,TRUE
9-Aug-01,0.8924,0.8806,0.8943,0.8797,1.36%,TRUE
8-Aug-01,0.8804,0.8776,0.8811,0.8733,0.32%,TRUE
7-Aug-01,0.8776,0.8811,0.8816,0.8744,-0.49%,TRUE
6-Aug-01,0.8819,0.883,0.8832,0.8782,-0.28%,TRUE
3-Aug-01,0.8844,0.8832,0.8878,0.8772,0.05%,TRUE
2-Aug-01,0.884,0.8809,0.8847,0.8779,0.33%,TRUE
1-Aug-01,0.8811,0.8761,0.8833,0.8752,0.56%,TRUE
31-Jul-01,0.8762,0.874,0.8781,0.8718,0.19%,TRUE
30-Jul-01,0.8745,0.8759,0.8776,0.8718,-0.36%,TRUE
27-Jul-01,0.8777,0.8774,0.881,0.8721,-0.05%,TRUE
26-Jul-01,0.8781,0.8803,0.8824,0.8744,-0.31%,TRUE
25-Jul-01,0.8808,0.8732,0.8814,0.8712,0.81%,TRUE
24-Jul-01,0.8737,0.869,0.8774,0.8679,0.53%,TRUE
23-Jul-01,0.8691,0.8703,0.8722,0.8647,-0.23%,TRUE
20-Jul-01,0.8711,0.8717,0.8788,0.8696,0.00%,TRUE
19-Jul-01,0.8711,0.874,0.8791,0.8671,-0.30%,TRUE
18-Jul-01,0.8737,0.8594,0.8744,0.8563,1.60%,TRUE
17-Jul-01,0.8599,0.8525,0.861,0.8486,0.81%,TRUE
16-Jul-01,0.853,0.8539,0.8616,0.8524,-0.22%,TRUE
13-Jul-01,0.8549,0.8535,0.8563,0.8505,0.18%,TRUE
12-Jul-01,0.8534,0.8584,0.8587,0.8502,-0.74%,TRUE
11-Jul-01,0.8598,0.8549,0.8646,0.853,0.58%,TRUE
10-Jul-01,0.8548,0.8499,0.8578,0.8482,0.43%,TRUE
9-Jul-01,0.8511,0.8464,0.8527,0.8437,0.42%,TRUE
6-Jul-01,0.8475,0.8368,0.8481,0.8344,1.13%,TRUE
5-Jul-01,0.838,0.8461,0.8481,0.8354,-1.03%,TRUE
4-Jul-01,0.8467,0.8478,0.8504,0.8426,-0.22%,TRUE
3-Jul-01,0.8486,0.8479,0.8509,0.8449,0.02%,TRUE
2-Jul-01,0.8484,0.8504,0.8506,0.8434,-0.19%,TRUE
29-Jun-01,0.85,0.8439,0.8503,0.8428,0.73%,TRUE
28-Jun-01,0.8438,0.8584,0.8615,0.8428,-1.79%,TRUE
27-Jun-01,0.8592,0.8638,0.8662,0.8584,-0.53%,TRUE
26-Jun-01,0.8638,0.8589,0.8653,0.8582,0.58%,TRUE
25-Jun-01,0.8588,0.8566,0.8628,0.856,0.17%,TRUE
22-Jun-01,0.8573,0.8541,0.8578,0.8503,0.35%,TRUE
21-Jun-01,0.8543,0.8553,0.8593,0.851,-0.05%,TRUE
20-Jun-01,0.8547,0.8536,0.8558,0.8492,0.09%,TRUE
19-Jun-01,0.8539,0.8606,0.861,0.8524,-0.80%,TRUE
18-Jun-01,0.8608,0.863,0.8647,0.8571,-0.08%,TRUE
15-Jun-01,0.8615,0.8624,0.8677,0.8598,-0.09%,TRUE
14-Jun-01,0.8623,0.8553,0.8637,0.8483,0.88%,TRUE
13-Jun-01,0.8548,0.8528,0.857,0.8505,0.19%,TRUE
12-Jun-01,0.8532,0.8434,0.8541,0.8412,1.19%,TRUE
11-Jun-01,0.8432,0.8495,0.8542,0.8408,-0.89%,TRUE
8-Jun-01,0.8508,0.8516,0.852,0.8455,0.02%,TRUE
7-Jun-01,0.8506,0.8466,0.8518,0.8453,0.33%,TRUE
6-Jun-01,0.8478,0.8541,0.8572,0.8442,-0.74%,TRUE
5-Jun-01,0.8541,0.8458,0.8553,0.8417,0.90%,TRUE
4-Jun-01,0.8465,0.846,0.854,0.8435,-0.14%,TRUE
1-Jun-01,0.8477,0.8446,0.8502,0.8428,0.21%,TRUE
31-May-01,0.8459,0.8554,0.8569,0.8437,-1.27%,TRUE
30-May-01,0.8568,0.8556,0.8595,0.8532,0.12%,TRUE
29-May-01,0.8558,0.8598,0.8615,0.8525,-0.51%,TRUE
28-May-01,0.8602,0.86,0.861,0.8573,-0.12%,TRUE
25-May-01,0.8612,0.8568,0.8631,0.8534,0.50%,TRUE
24-May-01,0.8569,0.8554,0.8615,0.8498,0.05%,TRUE
23-May-01,0.8565,0.8655,0.8664,0.8544,-0.98%,TRUE
22-May-01,0.865,0.8766,0.8777,0.8624,-1.33%,TRUE
21-May-01,0.8767,0.8797,0.882,0.8737,-0.53%,TRUE
18-May-01,0.8814,0.8827,0.883,0.8751,-0.15%,TRUE
17-May-01,0.8827,0.883,0.8883,0.8788,-0.08%,TRUE
16-May-01,0.8834,0.8782,0.8869,0.8741,0.59%,TRUE
15-May-01,0.8782,0.8738,0.8803,0.8728,0.45%,TRUE
14-May-01,0.8743,0.8754,0.8761,0.8721,-0.11%,TRUE
11-May-01,0.8753,0.8814,0.8827,0.8731,-0.70%,TRUE
10-May-01,0.8815,0.8862,0.8923,0.8776,-0.51%,TRUE
9-May-01,0.886,0.8851,0.8864,0.8807,0.08%,TRUE
8-May-01,0.8853,0.8903,0.8914,0.8821,-0.54%,TRUE
7-May-01,0.8901,0.8926,0.8935,0.8895,-0.29%,TRUE
4-May-01,0.8927,0.8892,0.901,0.889,0.34%,TRUE
3-May-01,0.8897,0.8936,0.898,0.8879,-0.47%,TRUE
2-May-01,0.8939,0.8934,0.8954,0.8882,0.10%,TRUE
1-May-01,0.893,0.8888,0.8943,0.8854,0.55%,TRUE
30-Apr-01,0.8881,0.8915,0.8925,0.8848,-0.46%,TRUE
27-Apr-01,0.8922,0.9034,0.9057,0.8884,-1.22%,TRUE
26-Apr-01,0.9032,0.8974,0.9046,0.8944,0.62%,TRUE
25-Apr-01,0.8976,0.8945,0.9004,0.8903,0.38%,TRUE
24-Apr-01,0.8942,0.8961,0.9022,0.8928,-0.25%,TRUE
23-Apr-01,0.8964,0.9015,0.9084,0.8939,-0.64%,TRUE
20-Apr-01,0.9022,0.8974,0.9049,0.8945,0.47%,TRUE
19-Apr-01,0.898,0.8836,0.899,0.8804,1.79%,TRUE
18-Apr-01,0.8822,0.8832,0.8902,0.8694,-0.19%,TRUE
17-Apr-01,0.8839,0.8882,0.8912,0.8774,-0.55%,TRUE
16-Apr-01,0.8888,0.8885,0.8906,0.8825,0.07%,TRUE
13-Apr-01,0.8882,0.8926,0.8935,0.8876,-0.49%,TRUE
12-Apr-01,0.8926,0.8878,0.8945,0.8833,0.48%,TRUE
11-Apr-01,0.8883,0.8887,0.892,0.8805,-0.07%,TRUE
10-Apr-01,0.8889,0.8965,0.8997,0.8864,-0.90%,TRUE
9-Apr-01,0.897,0.9026,0.9049,0.896,-0.80%,TRUE
6-Apr-01,0.9042,0.8966,0.9054,0.8921,0.84%,TRUE
5-Apr-01,0.8967,0.9009,0.9094,0.8933,-0.51%,TRUE
4-Apr-01,0.9013,0.8974,0.9052,0.8932,0.36%,TRUE
3-Apr-01,0.8981,0.8795,0.8999,0.879,2.08%,TRUE
2-Apr-01,0.8798,0.8742,0.8839,0.8741,0.23%,TRUE
30-Mar-01,0.8778,0.8832,0.8879,0.8748,-0.56%,TRUE
29-Mar-01,0.8827,0.8856,0.8887,0.8793,-0.35%,TRUE
28-Mar-01,0.8858,0.8933,0.8948,0.8843,-0.83%,TRUE
27-Mar-01,0.8932,0.8956,0.8993,0.8896,-0.31%,TRUE
26-Mar-01,0.896,0.8909,0.8977,0.8882,0.67%,TRUE
23-Mar-01,0.89,0.8889,0.8969,0.885,0.19%,TRUE
22-Mar-01,0.8883,0.8958,0.8968,0.8827,-0.88%,TRUE
21-Mar-01,0.8962,0.909,0.9128,0.8928,-1.47%,TRUE
20-Mar-01,0.9096,0.8991,0.9101,0.8984,1.18%,TRUE
19-Mar-01,0.899,0.8973,0.9021,0.893,0.16%,TRUE
16-Mar-01,0.8976,0.8969,0.9006,0.8911,-0.09%,TRUE
15-Mar-01,0.8984,0.9117,0.9133,0.895,-1.37%,TRUE
