Date,Price,Open,High,Low,Change %,
5-Mar-97,1.1356,1.1345,1.1375,1.1328,0.04%,TRUE
4-Mar-97,1.1352,1.1425,1.1452,1.1329,-0.73%,TRUE
3-Mar-97,1.1436,1.145,1.1491,1.1418,-0.28%,TRUE
28-Feb-97,1.1468,1.1497,1.1515,1.1436,-0.24%,TRUE
27-Feb-97,1.1496,1.149,1.1526,1.1465,-0.04%,TRUE
26-Feb-97,1.1501,1.1592,1.1627,1.1467,-0.94%,TRUE
25-Feb-97,1.161,1.1595,1.1612,1.1548,0.09%,TRUE
24-Feb-97,1.1599,1.1505,1.1648,1.15,0.97%,TRUE
21-Feb-97,1.1488,1.149,1.154,1.147,-0.22%,TRUE
20-Feb-97,1.1513,1.1425,1.1522,1.1425,0.80%,TRUE
19-Feb-97,1.1422,1.1475,1.1529,1.1395,-0.70%,TRUE
18-Feb-97,1.1502,1.1445,1.1506,1.1384,0.45%,TRUE
17-Feb-97,1.145,1.1475,1.1509,1.1417,-0.50%,TRUE
14-Feb-97,1.1508,1.153,1.1567,1.1474,-0.31%,TRUE
13-Feb-97,1.1544,1.1575,1.161,1.151,-0.05%,TRUE
12-Feb-97,1.155,1.1593,1.1646,1.15,-0.51%,TRUE
11-Feb-97,1.1609,1.1717,1.1725,1.1603,-0.96%,TRUE
10-Feb-97,1.1721,1.1795,1.1809,1.1704,0.09%,TRUE
7-Feb-97,1.171,1.1741,1.1747,1.1589,-0.31%,TRUE
6-Feb-97,1.1746,1.1785,1.179,1.1717,-0.44%,TRUE
5-Feb-97,1.1798,1.1766,1.18,1.1718,0.31%,TRUE
4-Feb-97,1.1761,1.1793,1.1811,1.1751,-0.20%,TRUE
3-Feb-97,1.1784,1.1768,1.1797,1.1711,-0.10%,TRUE
31-Jan-97,1.1796,1.1825,1.1875,1.176,-0.25%,TRUE
30-Jan-97,1.1826,1.178,1.1865,1.177,0.34%,TRUE
29-Jan-97,1.1786,1.1735,1.1851,1.1698,0.12%,TRUE
28-Jan-97,1.1772,1.1758,1.1826,1.1699,-0.45%,TRUE
27-Jan-97,1.1825,1.1855,1.1877,1.1793,-0.52%,TRUE
24-Jan-97,1.1887,1.1865,1.1929,1.183,0.41%,TRUE
23-Jan-97,1.1838,1.1864,1.1906,1.1796,-0.23%,TRUE
22-Jan-97,1.1865,1.1963,1.1968,1.1836,-0.73%,TRUE
21-Jan-97,1.1952,1.1992,1.2047,1.1947,-0.27%,TRUE
20-Jan-97,1.1984,1.206,1.2066,1.1939,-0.51%,TRUE
17-Jan-97,1.2045,1.2195,1.22,1.204,-1.29%,TRUE
16-Jan-97,1.2202,1.2238,1.2257,1.2163,-0.32%,TRUE
15-Jan-97,1.2241,1.22,1.2247,1.2136,0.32%,TRUE
14-Jan-97,1.2202,1.2235,1.2269,1.2157,-0.30%,TRUE
13-Jan-97,1.2239,1.2267,1.2297,1.2194,-0.09%,TRUE
10-Jan-97,1.225,1.2332,1.2343,1.2232,-0.66%,TRUE
9-Jan-97,1.2331,1.2315,1.2363,1.2278,0.01%,TRUE
8-Jan-97,1.233,1.2373,1.2419,1.2294,-0.59%,TRUE
7-Jan-97,1.2403,1.2406,1.2458,1.2388,-0.02%,TRUE
6-Jan-97,1.2406,1.232,1.2424,1.2315,0.38%,TRUE
3-Jan-97,1.2359,1.2506,1.2529,1.2336,-1.35%,TRUE
2-Jan-97,1.2528,1.2522,1.2559,1.2452,-0.08%,TRUE
31-Dec-96,1.2538,1.2399,1.2567,1.2395,0.97%,TRUE
30-Dec-96,1.2417,1.2406,1.2431,1.2371,0.02%,TRUE
27-Dec-96,1.2415,1.24,1.2422,1.2325,0.10%,TRUE
26-Dec-96,1.2402,1.2402,1.2407,1.2366,0.11%,TRUE
25-Dec-96,1.2388,1.2402,1.2405,1.2385,-0.02%,TRUE
24-Dec-96,1.239,1.24,1.2425,1.2354,-0.03%,TRUE
23-Dec-96,1.2394,1.2398,1.2433,1.2366,-0.10%,TRUE
20-Dec-96,1.2407,1.2344,1.2437,1.2336,0.48%,TRUE
19-Dec-96,1.2348,1.2405,1.2412,1.23,-0.46%,TRUE
18-Dec-96,1.2405,1.2423,1.2463,1.2368,-0.10%,TRUE
17-Dec-96,1.2418,1.2495,1.2519,1.2414,-0.43%,TRUE
16-Dec-96,1.2472,1.2413,1.2515,1.2391,0.35%,TRUE
13-Dec-96,1.2428,1.248,1.2539,1.241,-0.59%,TRUE
12-Dec-96,1.2502,1.2518,1.2526,1.2442,-0.14%,TRUE
11-Dec-96,1.2519,1.2435,1.2546,1.2435,0.91%,TRUE
10-Dec-96,1.2406,1.24,1.2452,1.2385,0.04%,TRUE
9-Dec-96,1.2401,1.2445,1.2473,1.2381,-0.59%,TRUE
6-Dec-96,1.2474,1.2402,1.2594,1.2402,0.35%,TRUE
5-Dec-96,1.2431,1.2395,1.2467,1.2341,0.32%,TRUE
4-Dec-96,1.2391,1.2385,1.2427,1.2339,-0.19%,TRUE
3-Dec-96,1.2414,1.25,1.2505,1.2329,-0.69%,TRUE
2-Dec-96,1.25,1.2543,1.2567,1.2492,-0.32%,TRUE
29-Nov-96,1.254,1.2572,1.2602,1.2526,-0.39%,TRUE
28-Nov-96,1.2589,1.2609,1.2629,1.2545,-0.28%,TRUE
27-Nov-96,1.2624,1.2633,1.2671,1.259,-0.10%,TRUE
26-Nov-96,1.2637,1.2671,1.2686,1.2591,-0.15%,TRUE
25-Nov-96,1.2656,1.2685,1.2749,1.2647,-0.76%,TRUE
22-Nov-96,1.2753,1.2832,1.2842,1.274,-0.59%,TRUE
21-Nov-96,1.2829,1.2834,1.2847,1.276,-0.11%,TRUE
20-Nov-96,1.2843,1.2757,1.2862,1.2757,0.63%,TRUE
19-Nov-96,1.2763,1.279,1.2799,1.2751,-0.19%,TRUE
18-Nov-96,1.2787,1.2742,1.2811,1.2723,0.48%,TRUE
15-Nov-96,1.2726,1.2715,1.2757,1.2705,0.18%,TRUE
14-Nov-96,1.2703,1.2741,1.2757,1.2685,-0.17%,TRUE
13-Nov-96,1.2725,1.269,1.2752,1.266,0.23%,TRUE
12-Nov-96,1.2696,1.281,1.2821,1.268,-0.67%,TRUE
11-Nov-96,1.2781,1.2722,1.2793,1.2697,0.53%,TRUE
8-Nov-96,1.2714,1.2652,1.2728,1.2642,0.40%,TRUE
7-Nov-96,1.2663,1.2728,1.2742,1.2652,0.29%,TRUE
6-Nov-96,1.2627,1.2642,1.2669,1.2579,0.02%,TRUE
5-Nov-96,1.2625,1.2703,1.2713,1.2598,-0.51%,TRUE
4-Nov-96,1.269,1.265,1.2693,1.2641,0.22%,TRUE
1-Nov-96,1.2662,1.2637,1.27,1.26,0.16%,TRUE
31-Oct-96,1.2642,1.2679,1.2703,1.2629,-0.40%,TRUE
30-Oct-96,1.2693,1.2678,1.2731,1.264,0.16%,TRUE
29-Oct-96,1.2673,1.2608,1.2715,1.2593,0.50%,TRUE
28-Oct-96,1.261,1.2581,1.2634,1.257,0.05%,TRUE
25-Oct-96,1.2604,1.2614,1.2645,1.2561,-0.16%,TRUE
24-Oct-96,1.2624,1.2577,1.2635,1.256,0.29%,TRUE
23-Oct-96,1.2587,1.2573,1.2621,1.2535,0.37%,TRUE
22-Oct-96,1.254,1.2514,1.2558,1.25,0.20%,TRUE
21-Oct-96,1.2515,1.247,1.2526,1.2441,0.30%,TRUE
18-Oct-96,1.2477,1.2432,1.2489,1.2426,0.31%,TRUE
17-Oct-96,1.2439,1.2459,1.2483,1.2408,-0.27%,TRUE
16-Oct-96,1.2473,1.2459,1.2491,1.2425,0.06%,TRUE
15-Oct-96,1.2465,1.2535,1.2542,1.2448,-0.51%,TRUE
14-Oct-96,1.2529,1.2517,1.255,1.2502,0.08%,TRUE
11-Oct-96,1.2519,1.252,1.254,1.2493,0.02%,TRUE
10-Oct-96,1.2517,1.2522,1.2535,1.2484,-0.02%,TRUE
9-Oct-96,1.252,1.2503,1.2538,1.2493,0.08%,TRUE
8-Oct-96,1.251,1.2487,1.2552,1.2485,0.10%,TRUE
7-Oct-96,1.2497,1.2472,1.2512,1.247,0.22%,TRUE
4-Oct-96,1.2469,1.2477,1.2511,1.2458,-0.05%,TRUE
3-Oct-96,1.2475,1.2448,1.25,1.244,0.14%,TRUE
2-Oct-96,1.2457,1.2481,1.2532,1.2449,-0.18%,TRUE
1-Oct-96,1.248,1.2507,1.2532,1.2475,-0.19%,TRUE
30-Sep-96,1.2504,1.2497,1.252,1.247,0.02%,TRUE
27-Sep-96,1.2502,1.2537,1.2559,1.2489,-0.27%,TRUE
26-Sep-96,1.2536,1.2594,1.2626,1.251,-0.51%,TRUE
25-Sep-96,1.26,1.2657,1.2666,1.2577,-0.50%,TRUE
24-Sep-96,1.2663,1.2581,1.2667,1.255,0.68%,TRUE
23-Sep-96,1.2578,1.2517,1.26,1.2517,0.30%,TRUE
20-Sep-96,1.254,1.251,1.256,1.2473,0.14%,TRUE
19-Sep-96,1.2523,1.2555,1.2565,1.25,-0.22%,TRUE
18-Sep-96,1.255,1.2516,1.2591,1.2506,0.24%,TRUE
17-Sep-96,1.252,1.254,1.2555,1.2495,-0.18%,TRUE
16-Sep-96,1.2542,1.2512,1.2557,1.2494,0.32%,TRUE
13-Sep-96,1.2502,1.2513,1.254,1.2476,-0.10%,TRUE
12-Sep-96,1.2514,1.2539,1.2558,1.2493,-0.10%,TRUE
11-Sep-96,1.2526,1.254,1.2562,1.2494,0.00%,TRUE
10-Sep-96,1.2526,1.2601,1.2621,1.2514,-0.73%,TRUE
9-Sep-96,1.2618,1.2645,1.2689,1.2609,-0.28%,TRUE
6-Sep-96,1.2654,1.27,1.2725,1.2642,-0.32%,TRUE
5-Sep-96,1.2694,1.2736,1.2752,1.268,-0.34%,TRUE
4-Sep-96,1.2737,1.2697,1.275,1.2686,0.29%,TRUE
3-Sep-96,1.27,1.2675,1.2728,1.2641,0.15%,TRUE
2-Sep-96,1.2681,1.2718,1.2738,1.266,-0.38%,TRUE
30-Aug-96,1.273,1.2743,1.277,1.2685,-0.05%,TRUE
29-Aug-96,1.2736,1.273,1.2753,1.2695,-0.02%,TRUE
28-Aug-96,1.2738,1.2713,1.2753,1.2696,0.08%,TRUE
27-Aug-96,1.2728,1.2732,1.278,1.2714,0.09%,TRUE
26-Aug-96,1.2716,1.2723,1.2756,1.2708,0.02%,TRUE
23-Aug-96,1.2714,1.2636,1.2717,1.2623,0.72%,TRUE
22-Aug-96,1.2623,1.2681,1.2697,1.2575,-0.52%,TRUE
21-Aug-96,1.2689,1.2649,1.2703,1.263,0.32%,TRUE
20-Aug-96,1.2649,1.2645,1.2665,1.2611,-0.08%,TRUE
19-Aug-96,1.2659,1.2615,1.2671,1.2612,0.23%,TRUE
16-Aug-96,1.263,1.267,1.2682,1.2601,-0.43%,TRUE
15-Aug-96,1.2684,1.2642,1.2693,1.2625,0.38%,TRUE
14-Aug-96,1.2636,1.2706,1.2711,1.262,-0.50%,TRUE
13-Aug-96,1.27,1.2695,1.273,1.2692,0.03%,TRUE
12-Aug-96,1.2696,1.2713,1.2755,1.268,-0.03%,TRUE
9-Aug-96,1.27,1.2666,1.2722,1.2665,0.32%,TRUE
8-Aug-96,1.2659,1.2642,1.2683,1.262,0.15%,TRUE
7-Aug-96,1.264,1.2655,1.2676,1.2615,-0.17%,TRUE
6-Aug-96,1.2661,1.2687,1.2695,1.2632,-0.28%,TRUE
5-Aug-96,1.2697,1.2721,1.2763,1.2645,-0.18%,TRUE
2-Aug-96,1.272,1.2721,1.2736,1.2675,-0.17%,TRUE
1-Aug-96,1.2742,1.2767,1.2797,1.273,-0.20%,TRUE
31-Jul-96,1.2767,1.2717,1.2837,1.2717,0.37%,TRUE
30-Jul-96,1.272,1.2689,1.274,1.267,0.13%,TRUE
29-Jul-96,1.2704,1.2684,1.272,1.2667,0.22%,TRUE
26-Jul-96,1.2676,1.2707,1.2753,1.2653,-0.36%,TRUE
25-Jul-96,1.2722,1.2621,1.2783,1.2619,0.70%,TRUE
24-Jul-96,1.2633,1.2649,1.271,1.2621,-0.18%,TRUE
23-Jul-96,1.2656,1.272,1.2737,1.2628,-0.41%,TRUE
22-Jul-96,1.2708,1.2623,1.2735,1.262,0.24%,TRUE
19-Jul-96,1.2677,1.2635,1.2697,1.2619,0.22%,TRUE
18-Jul-96,1.2649,1.2666,1.2703,1.26,-0.21%,TRUE
17-Jul-96,1.2676,1.2723,1.2733,1.2629,-0.27%,TRUE
16-Jul-96,1.271,1.2455,1.28,1.2455,1.99%,TRUE
15-Jul-96,1.2462,1.2438,1.2485,1.2412,0.22%,TRUE
12-Jul-96,1.2435,1.245,1.2477,1.2425,-0.14%,TRUE
11-Jul-96,1.2452,1.2395,1.247,1.2393,0.32%,TRUE
10-Jul-96,1.2412,1.2409,1.2434,1.2396,0.01%,TRUE
9-Jul-96,1.2411,1.2398,1.2442,1.2398,-0.01%,TRUE
8-Jul-96,1.2412,1.2415,1.2431,1.2379,-0.13%,TRUE
5-Jul-96,1.2428,1.2442,1.245,1.2385,-0.10%,TRUE
4-Jul-96,1.2441,1.2463,1.2487,1.2438,-0.24%,TRUE
3-Jul-96,1.2471,1.2426,1.2476,1.238,0.41%,TRUE
2-Jul-96,1.242,1.2434,1.2453,1.2399,-0.14%,TRUE
1-Jul-96,1.2437,1.2431,1.2462,1.2415,0.04%,TRUE
28-Jun-96,1.2432,1.246,1.248,1.2427,-0.29%,TRUE
27-Jun-96,1.2468,1.2405,1.2468,1.2384,0.51%,TRUE
26-Jun-96,1.2405,1.2397,1.242,1.234,0.11%,TRUE
25-Jun-96,1.2391,1.2375,1.24,1.2325,0.05%,TRUE
24-Jun-96,1.2385,1.2378,1.2392,1.2342,0.18%,TRUE
21-Jun-96,1.2363,1.2388,1.2431,1.2345,-0.45%,TRUE
20-Jun-96,1.2419,1.2425,1.2458,1.2405,-0.21%,TRUE
19-Jun-96,1.2445,1.2478,1.2489,1.241,-0.34%,TRUE
18-Jun-96,1.2487,1.2417,1.2503,1.2417,0.50%,TRUE
17-Jun-96,1.2425,1.2408,1.2466,1.2404,0.46%,TRUE
14-Jun-96,1.2368,1.237,1.2467,1.236,-0.02%,TRUE
13-Jun-96,1.237,1.2342,1.2377,1.2306,0.16%,TRUE
12-Jun-96,1.235,1.2307,1.235,1.2294,0.27%,TRUE
11-Jun-96,1.2317,1.2309,1.2338,1.2292,0.03%,TRUE
10-Jun-96,1.2313,1.2301,1.233,1.229,0.04%,TRUE
7-Jun-96,1.2308,1.2355,1.239,1.2295,-0.49%,TRUE
6-Jun-96,1.2368,1.2359,1.24,1.2332,0.08%,TRUE
5-Jun-96,1.2358,1.2363,1.239,1.2338,0.02%,TRUE
4-Jun-96,1.2355,1.2401,1.2408,1.2325,-0.40%,TRUE
3-Jun-96,1.2405,1.2386,1.242,1.235,0.10%,TRUE
31-May-96,1.2392,1.2295,1.2405,1.2279,0.81%,TRUE
30-May-96,1.2292,1.2318,1.2378,1.228,-0.17%,TRUE
29-May-96,1.2313,1.2228,1.2313,1.2212,0.67%,TRUE
28-May-96,1.2231,1.225,1.2255,1.2205,-0.24%,TRUE
27-May-96,1.226,1.2242,1.226,1.2242,0.10%,TRUE
24-May-96,1.2248,1.2262,1.228,1.2235,-0.03%,TRUE
23-May-96,1.2252,1.2216,1.228,1.2202,0.28%,TRUE
22-May-96,1.2218,1.2214,1.226,1.2185,-0.10%,TRUE
21-May-96,1.223,1.2264,1.2283,1.2199,-0.33%,TRUE
20-May-96,1.227,1.2278,1.2291,1.2233,-0.10%,TRUE
17-May-96,1.2282,1.2292,1.234,1.225,0.00%,TRUE
16-May-96,1.2282,1.225,1.2286,1.2222,0.21%,TRUE
15-May-96,1.2256,1.2276,1.2299,1.2238,-0.08%,TRUE
14-May-96,1.2266,1.227,1.2288,1.2238,-0.03%,TRUE
13-May-96,1.227,1.2282,1.2295,1.2236,-0.09%,TRUE
10-May-96,1.2281,1.2329,1.2383,1.2275,-0.44%,TRUE
9-May-96,1.2335,1.2375,1.2382,1.2325,-0.24%,TRUE
8-May-96,1.2365,1.2289,1.2393,1.2273,0.50%,TRUE
7-May-96,1.2304,1.232,1.2346,1.2299,0.03%,TRUE
6-May-96,1.23,1.232,1.2338,1.229,-0.14%,TRUE
3-May-96,1.2317,1.2277,1.2329,1.2252,0.32%,TRUE
2-May-96,1.2278,1.2227,1.2297,1.221,0.45%,TRUE
1-May-96,1.2223,1.2258,1.2278,1.2214,-0.37%,TRUE
30-Apr-96,1.2269,1.2298,1.2353,1.2235,-0.38%,TRUE
29-Apr-96,1.2316,1.231,1.2404,1.2305,0.07%,TRUE
26-Apr-96,1.2307,1.2273,1.2341,1.224,0.38%,TRUE
25-Apr-96,1.226,1.2357,1.2363,1.2255,-0.93%,TRUE
24-Apr-96,1.2375,1.236,1.2385,1.2338,0.13%,TRUE
23-Apr-96,1.2359,1.2385,1.2398,1.234,-0.12%,TRUE
22-Apr-96,1.2374,1.2343,1.2402,1.2335,-0.06%,TRUE
19-Apr-96,1.2382,1.2455,1.249,1.237,-0.51%,TRUE
18-Apr-96,1.2446,1.2435,1.25,1.2354,0.21%,TRUE
17-Apr-96,1.242,1.239,1.2433,1.2375,0.28%,TRUE
16-Apr-96,1.2385,1.241,1.242,1.2365,0.02%,TRUE
15-Apr-96,1.2383,1.2396,1.2418,1.2344,-0.45%,TRUE
12-Apr-96,1.2439,1.2425,1.2464,1.241,0.01%,TRUE
11-Apr-96,1.2438,1.2455,1.2483,1.242,-0.26%,TRUE
10-Apr-96,1.2471,1.247,1.2485,1.2408,0.01%,TRUE
9-Apr-96,1.247,1.2549,1.2579,1.2445,-0.65%,TRUE
8-Apr-96,1.2551,1.2525,1.2613,1.2525,0.15%,TRUE
5-Apr-96,1.2532,1.2565,1.2587,1.2515,-0.35%,TRUE
4-Apr-96,1.2576,1.254,1.2599,1.254,0.23%,TRUE
3-Apr-96,1.2547,1.2563,1.2601,1.254,-0.19%,TRUE
2-Apr-96,1.2571,1.25,1.2573,1.25,0.49%,TRUE
1-Apr-96,1.251,1.254,1.2553,1.2498,-0.37%,TRUE
29-Mar-96,1.2557,1.258,1.2628,1.254,-0.32%,TRUE
28-Mar-96,1.2597,1.249,1.2599,1.2478,0.70%,TRUE
27-Mar-96,1.2509,1.2541,1.2554,1.2474,-0.37%,TRUE
26-Mar-96,1.2555,1.2543,1.2595,1.2532,-0.02%,TRUE
25-Mar-96,1.2557,1.2555,1.2594,1.2535,0.16%,TRUE
22-Mar-96,1.2537,1.252,1.2559,1.2496,0.09%,TRUE
21-Mar-96,1.2526,1.256,1.258,1.2517,-0.37%,TRUE
20-Mar-96,1.2572,1.2565,1.2589,1.253,-0.01%,TRUE
19-Mar-96,1.2573,1.251,1.258,1.2498,0.39%,TRUE
18-Mar-96,1.2524,1.2567,1.2606,1.2509,-0.43%,TRUE
15-Mar-96,1.2578,1.255,1.2612,1.2499,0.11%,TRUE
14-Mar-96,1.2564,1.254,1.2579,1.2524,0.02%,TRUE
13-Mar-96,1.2561,1.2527,1.2585,1.2518,0.07%,TRUE
12-Mar-96,1.2552,1.2483,1.2558,1.2457,0.50%,TRUE
11-Mar-96,1.249,1.2495,1.2539,1.247,0.00%,TRUE
8-Mar-96,1.249,1.2545,1.2602,1.2455,-0.62%,TRUE
7-Mar-96,1.2568,1.253,1.2575,1.2484,0.00%,TRUE
6-Mar-96,1.2568,1.2595,1.2603,1.2545,-0.23%,TRUE
5-Mar-96,1.2597,1.2545,1.2604,1.2523,0.33%,TRUE
4-Mar-96,1.2555,1.2535,1.2583,1.2525,0.28%,TRUE
1-Mar-96,1.252,1.255,1.2555,1.2485,-0.25%,TRUE
29-Feb-96,1.2551,1.2585,1.2632,1.2539,-0.57%,TRUE
28-Feb-96,1.2623,1.269,1.2728,1.2595,-0.61%,TRUE
27-Feb-96,1.27,1.2635,1.2732,1.2635,0.33%,TRUE
26-Feb-96,1.2658,1.2685,1.2719,1.2648,-0.17%,TRUE
23-Feb-96,1.268,1.2655,1.2712,1.2586,0.20%,TRUE
22-Feb-96,1.2655,1.2645,1.2667,1.2605,-0.10%,TRUE
21-Feb-96,1.2668,1.2657,1.2699,1.2614,0.04%,TRUE
20-Feb-96,1.2663,1.2662,1.2678,1.2574,-0.02%,TRUE
19-Feb-96,1.2666,1.2536,1.2689,1.2534,0.76%,TRUE
16-Feb-96,1.257,1.2495,1.258,1.2465,0.54%,TRUE
15-Feb-96,1.2502,1.2515,1.2532,1.2455,-0.12%,TRUE
14-Feb-96,1.2517,1.2475,1.2535,1.2463,0.37%,TRUE
13-Feb-96,1.2471,1.245,1.2485,1.2413,0.09%,TRUE
12-Feb-96,1.246,1.244,1.2513,1.2435,0.10%,TRUE
9-Feb-96,1.2448,1.2435,1.2486,1.2401,0.06%,TRUE
8-Feb-96,1.244,1.243,1.2454,1.239,0.04%,TRUE
7-Feb-96,1.2435,1.248,1.2487,1.2403,-0.36%,TRUE
6-Feb-96,1.248,1.2495,1.2505,1.2445,-0.16%,TRUE
5-Feb-96,1.25,1.2415,1.253,1.2406,0.94%,TRUE
2-Feb-96,1.2383,1.2351,1.2385,1.2315,0.10%,TRUE
1-Feb-96,1.2371,1.2335,1.2388,1.23,0.25%,TRUE
31-Jan-96,1.234,1.2302,1.2355,1.2294,0.33%,TRUE
30-Jan-96,1.23,1.233,1.2358,1.2275,-0.16%,TRUE
29-Jan-96,1.232,1.2252,1.233,1.2238,0.53%,TRUE
26-Jan-96,1.2255,1.2306,1.2335,1.224,-0.60%,TRUE
25-Jan-96,1.2329,1.2396,1.2464,1.228,-0.48%,TRUE
24-Jan-96,1.2389,1.2431,1.2443,1.2368,-0.40%,TRUE
23-Jan-96,1.2439,1.2473,1.2513,1.2405,-0.25%,TRUE
22-Jan-96,1.247,1.247,1.2501,1.2413,0.07%,TRUE
19-Jan-96,1.2461,1.2545,1.2555,1.2434,-0.65%,TRUE
18-Jan-96,1.2543,1.2566,1.2639,1.2525,-0.31%,TRUE
17-Jan-96,1.2582,1.2603,1.266,1.257,-0.35%,TRUE
16-Jan-96,1.2626,1.2789,1.2794,1.2621,-1.21%,TRUE
15-Jan-96,1.278,1.281,1.2825,1.2758,-0.26%,TRUE
12-Jan-96,1.2813,1.288,1.2896,1.2784,-0.60%,TRUE
11-Jan-96,1.289,1.2913,1.2971,1.2865,-0.36%,TRUE
10-Jan-96,1.2937,1.2867,1.2945,1.2867,0.18%,TRUE
9-Jan-96,1.2914,1.2837,1.2914,1.2837,0.41%,TRUE
8-Jan-96,1.2861,1.28,1.2901,1.28,0.14%,TRUE
5-Jan-96,1.2843,1.2793,1.289,1.2748,0.34%,TRUE
4-Jan-96,1.28,1.2756,1.28,1.2653,0.46%,TRUE
3-Jan-96,1.2742,1.279,1.2824,1.2735,-0.43%,TRUE
2-Jan-96,1.2797,1.2764,1.2852,1.2764,0.16%,TRUE
29-Dec-95,1.2777,1.2763,1.2857,1.2763,0.07%,TRUE
28-Dec-95,1.2768,1.2794,1.2863,1.2754,-0.17%,TRUE
27-Dec-95,1.279,1.28,1.2834,1.2742,-0.16%,TRUE
26-Dec-95,1.281,1.274,1.2815,1.274,0.31%,TRUE
25-Dec-95,1.2771,1.2766,1.2771,1.2766,-0.04%,TRUE
22-Dec-95,1.2776,1.2764,1.2776,1.2693,0.09%,TRUE
21-Dec-95,1.2765,1.2779,1.2789,1.2724,-0.01%,TRUE
20-Dec-95,1.2766,1.2725,1.2766,1.2705,0.28%,TRUE
19-Dec-95,1.273,1.2833,1.2838,1.272,-0.84%,TRUE
18-Dec-95,1.2838,1.2756,1.2841,1.2742,0.85%,TRUE
15-Dec-95,1.273,1.2729,1.2771,1.271,-0.04%,TRUE
14-Dec-95,1.2735,1.2631,1.277,1.2603,0.80%,TRUE
13-Dec-95,1.2634,1.2668,1.2679,1.2594,-0.30%,TRUE
12-Dec-95,1.2672,1.2719,1.2751,1.264,-0.39%,TRUE
11-Dec-95,1.2721,1.2732,1.2776,1.2704,-0.08%,TRUE
8-Dec-95,1.2731,1.275,1.2775,1.2675,-0.07%,TRUE
7-Dec-95,1.274,1.2755,1.2817,1.273,-0.31%,TRUE
6-Dec-95,1.278,1.2872,1.2877,1.276,-0.55%,TRUE
5-Dec-95,1.2851,1.277,1.2862,1.276,0.63%,TRUE
4-Dec-95,1.277,1.2752,1.2833,1.275,0.10%,TRUE
1-Dec-95,1.2757,1.2755,1.279,1.2712,0.02%,TRUE
30-Nov-95,1.2755,1.2855,1.2887,1.2715,-0.81%,TRUE
29-Nov-95,1.2859,1.2935,1.2965,1.2818,-0.51%,TRUE
28-Nov-95,1.2925,1.2895,1.297,1.2866,0.25%,TRUE
27-Nov-95,1.2893,1.297,1.3,1.2845,-0.77%,TRUE
24-Nov-95,1.2993,1.2995,1.3066,1.297,-0.06%,TRUE
23-Nov-95,1.3001,1.3019,1.3046,1.2984,-0.12%,TRUE
22-Nov-95,1.3016,1.3027,1.3053,1.2961,-0.02%,TRUE
21-Nov-95,1.3019,1.302,1.3034,1.298,-0.07%,TRUE
20-Nov-95,1.3028,1.3005,1.3043,1.2897,-0.47%,TRUE
17-Nov-95,1.309,1.3021,1.309,1.3012,0.66%,TRUE
16-Nov-95,1.3004,1.303,1.3037,1.2966,-0.02%,TRUE
15-Nov-95,1.3006,1.299,1.308,1.299,0.35%,TRUE
14-Nov-95,1.296,1.292,1.2995,1.2895,0.39%,TRUE
13-Nov-95,1.291,1.2923,1.3006,1.286,-0.05%,TRUE
10-Nov-95,1.2917,1.304,1.3048,1.2893,-0.97%,TRUE
9-Nov-95,1.3043,1.2954,1.3047,1.289,0.90%,TRUE
8-Nov-95,1.2927,1.2935,1.2993,1.2915,-0.27%,TRUE
7-Nov-95,1.2962,1.2976,1.2986,1.291,0.00%,TRUE
6-Nov-95,1.2962,1.2925,1.2999,1.29,0.22%,TRUE
3-Nov-95,1.2933,1.2926,1.2975,1.2872,0.22%,TRUE
2-Nov-95,1.2904,1.2953,1.297,1.2884,-0.46%,TRUE
1-Nov-95,1.2963,1.3041,1.3046,1.293,-0.38%,TRUE
31-Oct-95,1.3013,1.3045,1.3088,1.2968,-0.21%,TRUE
30-Oct-95,1.304,1.302,1.3083,1.298,0.02%,TRUE
27-Oct-95,1.3037,1.3122,1.319,1.3023,-0.47%,TRUE
26-Oct-95,1.3098,1.3094,1.314,1.2958,-0.01%,TRUE
25-Oct-95,1.3099,1.3089,1.3151,1.305,0.04%,TRUE
24-Oct-95,1.3094,1.3138,1.3184,1.3069,-0.35%,TRUE
23-Oct-95,1.314,1.3058,1.3213,1.3058,0.40%,TRUE
20-Oct-95,1.3088,1.3015,1.3125,1.298,0.52%,TRUE
19-Oct-95,1.302,1.2918,1.3047,1.2902,0.86%,TRUE
18-Oct-95,1.2909,1.297,1.3022,1.2854,-0.45%,TRUE
17-Oct-95,1.2968,1.293,1.2986,1.291,0.27%,TRUE
16-Oct-95,1.2933,1.2947,1.2989,1.2923,-0.01%,TRUE
13-Oct-95,1.2934,1.296,1.3007,1.2865,-0.38%,TRUE
12-Oct-95,1.2983,1.2891,1.299,1.287,0.67%,TRUE
11-Oct-95,1.2896,1.2925,1.2955,1.2825,-0.26%,TRUE
10-Oct-95,1.293,1.295,1.2965,1.2888,-0.21%,TRUE
9-Oct-95,1.2957,1.288,1.2993,1.288,0.52%,TRUE
6-Oct-95,1.289,1.2941,1.2956,1.28,-0.43%,TRUE
5-Oct-95,1.2946,1.2915,1.2958,1.2825,0.28%,TRUE
4-Oct-95,1.291,1.2859,1.2937,1.2834,0.20%,TRUE
3-Oct-95,1.2884,1.2958,1.2986,1.2835,-0.75%,TRUE
2-Oct-95,1.2982,1.2966,1.2984,1.2912,0.08%,TRUE
