,date,security,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST
864,2013-06-14,NIFTY Index,5748.95,5819.4,5739.4,5808.4
865,2013-06-17,NIFTY Index,5820.4,5854.9,5770.25,5850.05
866,2013-06-18,NIFTY Index,5841.9,5863.4,5804.3,5813.6
867,2013-06-19,NIFTY Index,5805.75,5828.4,5777.9,5822.25
868,2013-06-20,NIFTY Index,5754.15,5755.0,5645.65,5655.9
869,2013-06-21,NIFTY Index,5639.9,5686.15,5616.85,5667.65
870,2013-06-24,NIFTY Index,5638.05,5640.0,5566.25,5590.25
871,2013-06-25,NIFTY Index,5606.95,5666.25,5570.25,5609.1
872,2013-06-26,NIFTY Index,5627.95,5635.25,5579.35,5588.7
873,2013-06-27,NIFTY Index,5647.95,5699.35,5630.95,5682.35
874,2013-06-28,NIFTY Index,5749.5,5852.95,5749.5,5842.2
875,2013-07-01,NIFTY Index,5834.1,5904.35,5822.2,5898.85
876,2013-07-02,NIFTY Index,5885.5,5898.8,5852.3,5857.55
877,2013-07-03,NIFTY Index,5811.95,5815.0,5760.4,5770.9
878,2013-07-04,NIFTY Index,5794.75,5848.2,5786.05,5836.95
879,2013-07-05,NIFTY Index,5889.95,5900.45,5858.45,5867.9
880,2013-07-08,NIFTY Index,5833.15,5833.85,5775.55,5811.55
881,2013-07-09,NIFTY Index,5834.6,5864.95,5834.6,5859.0
882,2013-07-10,NIFTY Index,5869.9,5879.35,5802.85,5816.7
883,2013-07-11,NIFTY Index,5894.5,5948.85,5887.95,5935.1
884,2013-07-12,NIFTY Index,6000.5,6019.0,5951.15,6009.0
885,2013-07-15,NIFTY Index,5991.2,6038.2,5980.95,6030.8
886,2013-07-16,NIFTY Index,5930.8,5966.05,5910.95,5955.25
887,2013-07-17,NIFTY Index,5972.25,5989.8,5926.75,5973.3
888,2013-07-18,NIFTY Index,5984.7,6051.1,5974.55,6038.05
889,2013-07-19,NIFTY Index,6057.2,6066.85,6020.25,6029.2
890,2013-07-22,NIFTY Index,6009.75,6064.15,6004.25,6031.8
891,2013-07-23,NIFTY Index,6064.3,6093.35,6061.3,6077.8
892,2013-07-24,NIFTY Index,6032.2,6047.25,5962.6,5990.5
893,2013-07-25,NIFTY Index,5970.4,5990.65,5896.4,5907.5
894,2013-07-26,NIFTY Index,5937.95,5944.5,5869.5,5886.2
895,2013-07-29,NIFTY Index,5869.95,5886.0,5825.8,5831.65
896,2013-07-30,NIFTY Index,5836.05,5861.3,5747.6,5755.05
897,2013-07-31,NIFTY Index,5738.35,5752.1,5675.75,5742.0
898,2013-08-01,NIFTY Index,5776.9,5808.5,5676.85,5727.85
899,2013-08-02,NIFTY Index,5750.05,5761.85,5649.0,5677.9
900,2013-08-05,NIFTY Index,5682.4,5721.0,5661.5,5685.4
901,2013-08-06,NIFTY Index,5664.9,5664.9,5521.8,5542.25
902,2013-08-07,NIFTY Index,5549.3,5561.45,5486.85,5519.1
903,2013-08-08,NIFTY Index,5510.05,5577.6,5510.05,5565.65
904,2013-08-12,NIFTY Index,5606.7,5644.1,5557.1,5612.4
905,2013-08-13,NIFTY Index,5600.25,5704.75,5578.9,5699.3
906,2013-08-14,NIFTY Index,5715.4,5754.55,5690.2,5742.3
907,2013-08-16,NIFTY Index,5705.45,5716.6,5496.05,5507.85
908,2013-08-19,NIFTY Index,5497.55,5499.65,5360.65,5414.75
909,2013-08-20,NIFTY Index,5353.45,5417.8,5306.35,5401.45
910,2013-08-21,NIFTY Index,5494.45,5504.1,5268.45,5302.55
911,2013-08-22,NIFTY Index,5282.8,5418.95,5254.05,5408.45
912,2013-08-23,NIFTY Index,5428.75,5478.8,5377.8,5471.75
913,2013-08-26,NIFTY Index,5499.4,5528.7,5454.45,5476.5
914,2013-08-27,NIFTY Index,5426.5,5427.4,5274.25,5287.45
915,2013-08-28,NIFTY Index,5233.45,5317.7,5118.85,5285.0
916,2013-08-29,NIFTY Index,5316.5,5428.9,5303.0,5409.05
917,2013-08-30,NIFTY Index,5407.45,5493.3,5360.2,5471.8
918,2013-09-02,NIFTY Index,5480.25,5564.9,5478.85,5550.75
919,2013-09-03,NIFTY Index,5574.7,5580.95,5323.75,5341.45
920,2013-09-04,NIFTY Index,5358.65,5460.25,5318.9,5448.1
921,2013-09-05,NIFTY Index,5553.75,5625.75,5552.7,5592.95
922,2013-09-06,NIFTY Index,5617.45,5688.6,5566.15,5680.4
923,2013-09-10,NIFTY Index,5738.5,5904.85,5738.2,5896.75
924,2013-09-11,NIFTY Index,5887.25,5924.35,5832.7,5913.15
925,2013-09-12,NIFTY Index,5931.15,5932.0,5815.8,5850.7
926,2013-09-13,NIFTY Index,5828.0,5884.3,5822.9,5850.6
927,2013-09-16,NIFTY Index,5930.3,5957.25,5798.15,5840.55
928,2013-09-17,NIFTY Index,5824.2,5857.8,5804.9,5850.2
929,2013-09-18,NIFTY Index,5872.75,5916.9,5840.2,5899.45
930,2013-09-19,NIFTY Index,6044.15,6142.5,6040.15,6115.55
931,2013-09-20,NIFTY Index,6104.55,6130.95,5932.85,6012.1
932,2013-09-23,NIFTY Index,5945.8,5989.4,5871.4,5889.75
933,2013-09-24,NIFTY Index,5855.0,5938.4,5854.55,5892.45
934,2013-09-25,NIFTY Index,5901.55,5910.55,5811.1,5873.85
935,2013-09-26,NIFTY Index,5872.8,5917.65,5864.1,5882.25
936,2013-09-27,NIFTY Index,5905.55,5909.2,5819.3,5833.2
937,2013-09-30,NIFTY Index,5801.05,5810.2,5718.5,5735.3
938,2013-10-01,NIFTY Index,5756.1,5786.45,5700.95,5780.05
939,2013-10-03,NIFTY Index,5819.1,5917.6,5802.7,5909.7
940,2013-10-04,NIFTY Index,5891.3,5950.45,5885.0,5907.3
941,2013-10-07,NIFTY Index,5889.05,5912.0,5825.85,5906.15
942,2013-10-08,NIFTY Index,5975.0,5981.7,5913.0,5928.4
943,2013-10-09,NIFTY Index,5893.25,6015.5,5877.1,6007.45
944,2013-10-10,NIFTY Index,6001.05,6033.95,5979.8,6020.95
945,2013-10-11,NIFTY Index,6104.85,6107.6,6046.4,6096.2
946,2013-10-14,NIFTY Index,6093.0,6124.1,6082.9,6112.7
947,2013-10-15,NIFTY Index,6147.55,6156.3,6056.55,6089.05
948,2013-10-17,NIFTY Index,6098.5,6110.75,6032.55,6045.85
949,2013-10-18,NIFTY Index,6070.9,6201.45,6070.9,6189.35
950,2013-10-21,NIFTY Index,6202.0,6218.95,6163.3,6204.95
951,2013-10-22,NIFTY Index,6192.3,6220.1,6181.8,6202.8
952,2013-10-23,NIFTY Index,6209.55,6217.95,6116.6,6178.35
953,2013-10-24,NIFTY Index,6162.8,6252.45,6142.95,6164.35
954,2013-10-25,NIFTY Index,6154.0,6174.75,6125.95,6144.9
955,2013-10-28,NIFTY Index,6155.1,6168.75,6094.1,6101.1
956,2013-10-29,NIFTY Index,6107.55,6228.05,6079.2,6220.9
957,2013-10-30,NIFTY Index,6230.8,6269.2,6222.6,6251.7
958,2013-10-31,NIFTY Index,6237.15,6309.05,6235.9,6299.15
959,2013-11-01,NIFTY Index,6289.75,6332.6,6286.95,6307.2
960,2013-11-03,NIFTY Index,6332.05,6342.95,6311.15,6317.35
961,2013-11-05,NIFTY Index,6282.15,6304.75,6244.3,6253.15
962,2013-11-06,NIFTY Index,6260.55,6269.7,6208.7,6215.15
963,2013-11-07,NIFTY Index,6228.9,6288.95,6180.8,6187.25
964,2013-11-08,NIFTY Index,6170.15,6185.15,6120.95,6140.75
965,2013-11-11,NIFTY Index,6110.4,6141.65,6067.75,6078.8
966,2013-11-12,NIFTY Index,6087.25,6108.7,6011.75,6018.05
967,2013-11-13,NIFTY Index,5998.85,6042.25,5972.45,5989.6
968,2013-11-14,NIFTY Index,6037.0,6101.65,6036.65,6056.15
969,2013-11-18,NIFTY Index,6111.05,6196.8,6110.4,6189.0
970,2013-11-19,NIFTY Index,6197.25,6212.4,6180.2,6203.35
971,2013-11-20,NIFTY Index,6186.85,6204.35,6106.95,6122.9
972,2013-11-21,NIFTY Index,6096.5,6097.35,5985.4,5999.05
973,2013-11-22,NIFTY Index,6027.35,6049.6,5972.8,5995.45
974,2013-11-25,NIFTY Index,6035.95,6123.5,6035.95,6115.35
975,2013-11-26,NIFTY Index,6099.25,6112.7,6047.75,6059.1
976,2013-11-27,NIFTY Index,6062.7,6074.0,6030.3,6057.1
977,2013-11-28,NIFTY Index,6092.0,6112.95,6068.3,6091.85
978,2013-11-29,NIFTY Index,6103.9,6182.5,6103.8,6176.1
979,2013-12-02,NIFTY Index,6171.15,6228.7,6171.15,6217.85
980,2013-12-03,NIFTY Index,6204.25,6225.4,6191.4,6201.85
981,2013-12-04,NIFTY Index,6187.95,6209.15,6149.9,6160.95
982,2013-12-05,NIFTY Index,6262.45,6300.55,6232.0,6241.1
983,2013-12-06,NIFTY Index,6234.4,6275.35,6230.75,6259.9
984,2013-12-09,NIFTY Index,6415.0,6415.25,6345.0,6363.9
985,2013-12-10,NIFTY Index,6354.7,6362.25,6307.55,6332.85
986,2013-12-11,NIFTY Index,6307.2,6326.6,6280.25,6307.9
987,2013-12-12,NIFTY Index,6276.75,6286.85,6230.55,6237.05
988,2013-12-13,NIFTY Index,6201.3,6208.6,6161.4,6168.4
989,2013-12-16,NIFTY Index,6168.35,6183.25,6146.05,6154.7
990,2013-12-17,NIFTY Index,6178.2,6190.55,6133.0,6139.05
991,2013-12-18,NIFTY Index,6129.95,6236.0,6129.95,6217.15
992,2013-12-19,NIFTY Index,6253.9,6263.75,6150.7,6166.65
993,2013-12-20,NIFTY Index,6179.95,6284.5,6170.35,6274.25
994,2013-12-23,NIFTY Index,6267.2,6317.5,6266.95,6284.5
995,2013-12-24,NIFTY Index,6296.45,6301.5,6262.0,6268.4
996,2013-12-26,NIFTY Index,6270.1,6302.75,6259.45,6278.9
997,2013-12-27,NIFTY Index,6292.8,6324.9,6289.4,6313.8
998,2013-12-30,NIFTY Index,6336.4,6344.05,6273.15,6291.1
999,2013-12-31,NIFTY Index,6307.35,6317.3,6287.3,6304.0
1000,2014-01-01,NIFTY Index,6323.8,6327.2,6298.25,6301.65
1001,2014-01-02,NIFTY Index,6301.25,6358.3,6211.3,6221.15
1002,2014-01-03,NIFTY Index,6194.55,6221.7,6171.25,6211.15
1003,2014-01-06,NIFTY Index,6220.85,6224.7,6170.25,6191.45
1004,2014-01-07,NIFTY Index,6203.9,6221.5,6144.75,6162.25
1005,2014-01-08,NIFTY Index,6178.05,6192.1,6160.35,6174.6
1006,2014-01-09,NIFTY Index,6181.7,6188.05,6148.25,6168.35
1007,2014-01-10,NIFTY Index,6178.85,6239.1,6139.6,6171.45
1008,2014-01-13,NIFTY Index,6189.55,6288.2,6189.55,6272.75
1009,2014-01-14,NIFTY Index,6260.25,6280.35,6234.15,6241.85
1010,2014-01-15,NIFTY Index,6265.95,6325.2,6265.3,6320.9
1011,2014-01-16,NIFTY Index,6341.35,6346.5,6299.85,6318.9
1012,2014-01-17,NIFTY Index,6306.25,6327.1,6246.35,6261.65
1013,2014-01-20,NIFTY Index,6261.75,6307.45,6243.35,6303.95
1014,2014-01-21,NIFTY Index,6320.15,6330.3,6297.9,6313.8
1015,2014-01-22,NIFTY Index,6309.05,6349.95,6287.45,6338.95
1016,2014-01-23,NIFTY Index,6325.95,6355.6,6316.4,6345.65
1017,2014-01-24,NIFTY Index,6301.65,6331.45,6263.9,6266.75
1018,2014-01-27,NIFTY Index,6186.3,6188.55,6130.25,6135.85
1019,2014-01-28,NIFTY Index,6131.85,6163.6,6085.95,6126.25
1020,2014-01-29,NIFTY Index,6161.0,6170.45,6109.8,6120.25
1021,2014-01-30,NIFTY Index,6067.0,6082.85,6027.25,6073.7
1022,2014-01-31,NIFTY Index,6082.75,6097.85,6067.35,6089.5
1023,2014-02-03,NIFTY Index,6058.8,6074.85,5994.45,6001.8
1024,2014-02-04,NIFTY Index,5947.6,6017.8,5933.3,6000.9
1025,2014-02-05,NIFTY Index,6004.25,6028.05,5962.05,6022.4
1026,2014-02-06,NIFTY Index,6028.35,6048.35,5965.4,6036.3
1027,2014-02-07,NIFTY Index,6077.65,6079.95,6030.9,6063.2
1028,2014-02-10,NIFTY Index,6072.8,6083.05,6046.4,6053.45
1029,2014-02-11,NIFTY Index,6072.45,6081.85,6053.25,6062.7
1030,2014-02-12,NIFTY Index,6085.35,6106.6,6077.4,6084.0
1031,2014-02-13,NIFTY Index,6087.55,6094.4,5991.1,6001.1
1032,2014-02-14,NIFTY Index,6023.75,6056.4,5984.6,6048.35
1033,2014-02-17,NIFTY Index,6057.1,6080.65,6038.3,6073.3
1034,2014-02-18,NIFTY Index,6071.3,6141.7,6066.8,6127.1
1035,2014-02-19,NIFTY Index,6132.05,6160.35,6125.75,6152.75
1036,2014-02-20,NIFTY Index,6127.15,6129.1,6086.45,6091.45
1037,2014-02-21,NIFTY Index,6108.3,6159.65,6108.0,6155.45
1038,2014-02-24,NIFTY Index,6140.95,6191.85,6130.8,6186.1
1039,2014-02-25,NIFTY Index,6205.7,6216.85,6176.6,6200.05
1040,2014-02-26,NIFTY Index,6202.45,6245.95,6202.1,6238.8
1041,2014-02-28,NIFTY Index,6228.45,6282.7,6228.1,6276.95
1042,2014-03-03,NIFTY Index,6264.35,6277.75,6212.25,6221.45
1043,2014-03-04,NIFTY Index,6216.75,6302.15,6215.7,6297.95
1044,2014-03-05,NIFTY Index,6328.45,6336.25,6287.8,6328.65
1045,2014-03-06,NIFTY Index,6344.75,6406.6,6339.7,6401.15
1046,2014-03-07,NIFTY Index,6413.95,6537.8,6413.55,6526.65
1047,2014-03-10,NIFTY Index,6491.7,6562.2,6487.35,6537.25
1048,2014-03-11,NIFTY Index,6537.35,6562.85,6494.25,6511.9
1049,2014-03-12,NIFTY Index,6497.5,6546.15,6487.3,6516.9
1050,2014-03-13,NIFTY Index,6491.75,6561.45,6476.65,6493.1
1051,2014-03-14,NIFTY Index,6447.25,6518.45,6432.7,6504.2
1052,2014-03-18,NIFTY Index,6532.45,6574.95,6497.65,6516.65
1053,2014-03-19,NIFTY Index,6530.0,6541.2,6506.0,6524.05
1054,2014-03-20,NIFTY Index,6508.35,6523.65,6473.25,6483.1
1055,2014-03-21,NIFTY Index,6515.2,6522.9,6485.7,6493.2
1056,2014-03-22,NIFTY Index,6497.8,6502.65,6481.35,6494.9
1057,2014-03-24,NIFTY Index,6510.5,6591.5,6510.5,6583.5
1058,2014-03-25,NIFTY Index,6550.1,6595.55,6544.85,6589.75
1059,2014-03-26,NIFTY Index,6615.65,6627.45,6580.6,6601.4
1060,2014-03-27,NIFTY Index,6613.1,6673.95,6599.5,6641.75
1061,2014-03-28,NIFTY Index,6673.05,6702.6,6643.8,6695.9
1062,2014-03-31,NIFTY Index,6723.15,6730.05,6662.4,6704.2
1063,2014-04-01,NIFTY Index,6729.5,6732.25,6675.45,6721.05
1064,2014-04-02,NIFTY Index,6757.6,6763.5,6723.6,6752.55
1065,2014-04-03,NIFTY Index,6772.05,6776.75,6696.9,6736.1
1066,2014-04-04,NIFTY Index,6741.85,6741.85,6685.15,6694.35
1067,2014-04-07,NIFTY Index,6694.25,6725.15,6650.4,6695.05
1068,2014-04-09,NIFTY Index,6722.0,6808.7,6705.1,6796.2
1069,2014-04-10,NIFTY Index,6803.05,6819.05,6777.3,6796.4
1070,2014-04-11,NIFTY Index,6758.35,6789.35,6743.15,6776.3
1071,2014-04-15,NIFTY Index,6792.7,6813.4,6711.75,6733.1
1072,2014-04-16,NIFTY Index,6727.25,6748.65,6665.15,6675.3
1073,2014-04-17,NIFTY Index,6695.45,6783.05,6684.4,6779.4
1074,2014-04-21,NIFTY Index,6789.25,6825.45,6786.9,6817.65
1075,2014-04-22,NIFTY Index,6822.9,6838.0,6806.25,6815.35
1076,2014-04-23,NIFTY Index,6823.25,6861.6,6820.75,6840.8
1077,2014-04-25,NIFTY Index,6855.8,6869.85,6772.85,6782.75
1078,2014-04-28,NIFTY Index,6778.55,6786.25,6750.3,6761.25
1079,2014-04-29,NIFTY Index,6769.0,6779.7,6708.65,6715.25
1080,2014-04-30,NIFTY Index,6724.95,6780.15,6656.8,6696.4
1081,2014-05-02,NIFTY Index,6709.95,6737.65,6689.5,6694.8
1082,2014-05-05,NIFTY Index,6681.65,6741.05,6680.45,6699.35
1083,2014-05-06,NIFTY Index,6719.25,6743.45,6701.9,6715.3
1084,2014-05-07,NIFTY Index,6708.6,6718.75,6642.9,6652.55
1085,2014-05-08,NIFTY Index,6669.9,6688.4,6638.55,6659.85
1086,2014-05-09,NIFTY Index,6654.15,6871.35,6652.15,6858.8
1087,2014-05-12,NIFTY Index,6863.4,7020.05,6862.9,7014.25
1088,2014-05-13,NIFTY Index,7080.0,7172.35,7067.15,7108.75
1089,2014-05-14,NIFTY Index,7112.0,7142.25,7080.9,7108.75
1090,2014-05-15,NIFTY Index,7111.3,7152.55,7082.55,7123.15
1091,2014-05-16,NIFTY Index,7270.2,7563.5,7130.65,7203.0
1092,2014-05-19,NIFTY Index,7276.85,7291.1,7193.55,7263.55
1093,2014-05-20,NIFTY Index,7309.95,7353.65,7247.7,7275.5
1094,2014-05-21,NIFTY Index,7274.85,7287.15,7206.7,7252.9
1095,2014-05-22,NIFTY Index,7289.95,7319.55,7258.15,7276.4
1096,2014-05-23,NIFTY Index,7306.5,7381.0,7293.9,7367.1
1097,2014-05-26,NIFTY Index,7428.75,7504.0,7269.05,7359.05
1098,2014-05-27,NIFTY Index,7363.1,7372.95,7274.75,7318.0
1099,2014-05-28,NIFTY Index,7324.95,7344.75,7302.6,7329.65
1100,2014-05-29,NIFTY Index,7316.6,7325.4,7224.4,7235.65
1101,2014-05-30,NIFTY Index,7254.85,7272.5,7118.45,7229.95
1102,2014-06-02,NIFTY Index,7264.05,7368.6,7239.5,7362.5
1103,2014-06-03,NIFTY Index,7375.35,7424.95,7342.15,7415.85
1104,2014-06-04,NIFTY Index,7417.55,7433.3,7391.35,7402.25
1105,2014-06-05,NIFTY Index,7399.75,7484.7,7360.5,7474.1
1106,2014-06-06,NIFTY Index,7521.5,7592.7,7497.65,7583.4
1107,2014-06-09,NIFTY Index,7621.65,7673.7,7580.25,7654.6
1108,2014-06-10,NIFTY Index,7679.05,7683.2,7579.3,7656.4
1109,2014-06-11,NIFTY Index,7672.4,7700.05,7589.05,7626.85
1110,2014-06-12,NIFTY Index,7641.3,7658.0,7593.8,7649.9
1111,2014-06-13,NIFTY Index,7668.2,7678.5,7525.35,7542.1
1112,2014-06-16,NIFTY Index,7534.8,7548.6,7487.55,7533.55
1113,2014-06-17,NIFTY Index,7525.05,7637.6,7509.25,7631.7
1114,2014-06-18,NIFTY Index,7636.05,7663.0,7515.5,7558.2
1115,2014-06-19,NIFTY Index,7580.05,7606.45,7502.55,7540.7
1116,2014-06-20,NIFTY Index,7543.3,7560.55,7497.3,7511.45
1117,2014-06-23,NIFTY Index,7514.0,7534.8,7441.6,7493.35
1118,2014-06-24,NIFTY Index,7515.2,7593.35,7515.2,7580.2
1119,2014-06-25,NIFTY Index,7588.55,7589.25,7557.05,7569.25
1120,2014-06-26,NIFTY Index,7554.1,7570.2,7481.3,7493.2
1121,2014-06-27,NIFTY Index,7514.2,7538.75,7482.3,7508.8
1122,2014-06-30,NIFTY Index,7534.05,7623.65,7531.6,7611.35
1123,2014-07-01,NIFTY Index,7629.0,7649.5,7618.15,7634.7
1124,2014-07-02,NIFTY Index,7683.05,7732.4,7677.3,7725.15
1125,2014-07-03,NIFTY Index,7734.35,7754.65,7706.8,7714.8
1126,2014-07-04,NIFTY Index,7718.1,7758.0,7661.3,7751.6
1127,2014-07-07,NIFTY Index,7780.4,7792.0,7755.1,7787.15
1128,2014-07-08,NIFTY Index,7804.05,7808.85,7595.9,7623.2
1129,2014-07-09,NIFTY Index,7637.95,7650.1,7551.65,7585.0
1130,2014-07-10,NIFTY Index,7589.5,7731.05,7479.05,7567.75
1131,2014-07-11,NIFTY Index,7584.1,7625.85,7447.2,7459.6
1132,2014-07-14,NIFTY Index,7469.0,7478.45,7422.15,7454.15
1133,2014-07-15,NIFTY Index,7491.3,7534.9,7459.15,7526.65
1134,2014-07-16,NIFTY Index,7564.15,7640.1,7532.45,7624.4
1135,2014-07-17,NIFTY Index,7612.7,7655.65,7612.7,7640.45
1136,2014-07-18,NIFTY Index,7630.25,7685.0,7595.5,7663.9
1137,2014-07-21,NIFTY Index,7701.65,7722.1,7674.0,7684.2
1138,2014-07-22,NIFTY Index,7708.2,7773.85,7704.8,7767.85
1139,2014-07-23,NIFTY Index,7794.9,7809.2,7752.9,7795.75
1140,2014-07-24,NIFTY Index,7796.25,7835.65,7771.65,7830.6
1141,2014-07-25,NIFTY Index,7828.2,7840.95,7748.6,7790.45
1142,2014-07-28,NIFTY Index,7792.9,7799.9,7722.65,7748.7
1143,2014-07-30,NIFTY Index,7746.2,7798.7,7707.6,7791.4
1144,2014-07-31,NIFTY Index,7784.65,7791.85,7711.15,7721.3
1145,2014-08-01,NIFTY Index,7662.5,7716.7,7593.9,7602.6
1146,2014-08-04,NIFTY Index,7639.55,7694.8,7622.05,7683.65
1147,2014-08-05,NIFTY Index,7706.65,7752.45,7638.05,7746.55
1148,2014-08-06,NIFTY Index,7726.15,7740.95,7658.95,7672.05
1149,2014-08-07,NIFTY Index,7651.15,7708.95,7630.4,7649.25
1150,2014-08-08,NIFTY Index,7588.7,7592.45,7540.1,7568.55
1151,2014-08-11,NIFTY Index,7619.85,7635.55,7598.6,7625.95
1152,2014-08-12,NIFTY Index,7688.8,7735.75,7654.8,7727.05
1153,2014-08-13,NIFTY Index,7717.3,7757.1,7695.7,7739.55
1154,2014-08-14,NIFTY Index,7756.15,7796.7,7739.1,7791.7
1155,2014-08-18,NIFTY Index,7785.25,7880.5,7779.2,7874.25
1156,2014-08-19,NIFTY Index,7901.0,7918.55,7881.15,7897.5
1157,2014-08-20,NIFTY Index,7915.8,7922.7,7864.05,7875.3
1158,2014-08-21,NIFTY Index,7875.35,7919.65,7855.95,7891.1
1159,2014-08-22,NIFTY Index,7904.55,7929.05,7900.05,7913.2
1160,2014-08-25,NIFTY Index,7931.75,7968.25,7897.95,7906.3
1161,2014-08-26,NIFTY Index,7874.5,7915.45,7862.45,7904.75
1162,2014-08-27,NIFTY Index,7933.9,7946.85,7916.55,7936.05
1163,2014-08-28,NIFTY Index,7942.25,7967.8,7939.2,7954.35
1164,2014-09-01,NIFTY Index,7990.35,8035.0,7984.0,8027.7
1165,2014-09-02,NIFTY Index,8038.6,8101.95,8036.55,8083.05
1166,2014-09-03,NIFTY Index,8110.85,8141.9,8092.25,8114.6
1167,2014-09-04,NIFTY Index,8114.2,8114.8,8060.9,8095.95
1168,2014-09-05,NIFTY Index,8099.9,8122.7,8049.85,8086.85
1169,2014-09-08,NIFTY Index,8132.95,8180.2,8126.15,8173.9
1170,2014-09-09,NIFTY Index,8161.9,8174.55,8126.5,8152.95
1171,2014-09-10,NIFTY Index,8135.55,8135.75,8082.1,8094.1
1172,2014-09-11,NIFTY Index,8115.15,8127.95,8057.3,8085.7
1173,2014-09-12,NIFTY Index,8087.05,8114.3,8071.6,8105.5
1174,2014-09-15,NIFTY Index,8070.35,8077.3,8030.0,8042.0
1175,2014-09-16,NIFTY Index,8036.6,8044.9,7925.15,7932.9
1176,2014-09-17,NIFTY Index,7971.5,7990.65,7936.95,7975.5
1177,2014-09-18,NIFTY Index,7950.65,8120.85,7939.7,8114.75
1178,2014-09-19,NIFTY Index,8129.4,8160.9,8105.35,8121.45
1179,2014-09-22,NIFTY Index,8084.45,8159.9,8064.8,8146.3
1180,2014-09-23,NIFTY Index,8144.4,8159.75,8008.1,8017.55
1181,2014-09-24,NIFTY Index,8015.55,8042.05,7950.05,8002.4
1182,2014-09-25,NIFTY Index,8003.3,8019.3,7877.35,7911.85
1183,2014-09-26,NIFTY Index,7885.85,7993.3,7841.8,7968.85
1184,2014-09-29,NIFTY Index,7978.45,7991.75,7934.7,7958.9
1185,2014-09-30,NIFTY Index,7948.8,8030.9,7923.85,7964.8
1186,2014-10-01,NIFTY Index,7960.5,7977.5,7936.7,7945.55
1187,2014-10-07,NIFTY Index,7897.4,7943.05,7842.7,7852.4
1188,2014-10-08,NIFTY Index,7828.75,7869.9,7815.75,7842.7
1189,2014-10-09,NIFTY Index,7886.5,7972.35,7886.5,7960.55
1190,2014-10-10,NIFTY Index,7911.0,7924.05,7848.45,7859.95
1191,2014-10-13,NIFTY Index,7831.0,7901.15,7796.0,7884.25
1192,2014-10-14,NIFTY Index,7923.25,7928.0,7825.45,7864.0
1193,2014-10-16,NIFTY Index,7837.3,7893.9,7729.65,7748.2
1194,2014-10-17,NIFTY Index,7733.75,7819.2,7723.85,7779.7
1195,2014-10-20,NIFTY Index,7896.95,7905.95,7856.95,7879.4
1196,2014-10-21,NIFTY Index,7906.15,7936.6,7874.35,7927.75
1197,2014-10-22,NIFTY Index,7997.8,8005.0,7974.55,7995.9
1198,2014-10-23,NIFTY Index,8027.7,8031.75,8008.85,8014.55
1199,2014-10-27,NIFTY Index,8064.35,8064.4,7985.65,7991.7
1200,2014-10-28,NIFTY Index,8002.4,8037.8,7995.05,8027.6
1201,2014-10-29,NIFTY Index,8077.05,8097.95,8052.25,8090.45
1202,2014-10-30,NIFTY Index,8085.2,8181.55,8085.2,8169.2
1203,2014-10-31,NIFTY Index,8200.8,8330.75,8198.05,8322.2
1204,2014-11-03,NIFTY Index,8348.15,8350.6,8297.65,8324.15
1205,2014-11-05,NIFTY Index,8351.25,8365.55,8323.5,8338.3
1206,2014-11-07,NIFTY Index,8331.85,8360.35,8290.25,8337.0
1207,2014-11-10,NIFTY Index,8337.8,8383.05,8304.45,8344.25
1208,2014-11-11,NIFTY Index,8354.1,8378.7,8321.85,8362.65
1209,2014-11-12,NIFTY Index,8378.9,8415.05,8370.5,8383.3
1210,2014-11-13,NIFTY Index,8405.25,8408.0,8320.35,8357.85
1211,2014-11-14,NIFTY Index,8360.7,8400.65,8346.8,8389.9
1212,2014-11-17,NIFTY Index,8378.4,8438.1,8349.1,8430.75
1213,2014-11-18,NIFTY Index,8441.25,8454.5,8407.25,8425.9
1214,2014-11-19,NIFTY Index,8440.65,8455.65,8360.5,8382.3
1215,2014-11-20,NIFTY Index,8406.5,8410.85,8353.15,8401.9
1216,2014-11-21,NIFTY Index,8408.2,8489.8,8398.6,8477.35
1217,2014-11-24,NIFTY Index,8490.95,8534.65,8490.8,8530.15
1218,2014-11-25,NIFTY Index,8530.8,8535.35,8429.45,8463.1
1219,2014-11-26,NIFTY Index,8450.3,8500.3,8438.65,8475.75
1220,2014-11-27,NIFTY Index,8477.8,8506.75,8456.35,8494.2
1221,2014-11-28,NIFTY Index,8516.8,8617.0,8516.25,8588.25
1222,2014-12-01,NIFTY Index,8605.1,8623.0,8545.15,8555.9
1223,2014-12-02,NIFTY Index,8535.45,8560.2,8504.65,8524.7
1224,2014-12-03,NIFTY Index,8528.7,8546.95,8508.35,8537.65
1225,2014-12-04,NIFTY Index,8582.4,8626.95,8526.4,8564.4
1226,2014-12-05,NIFTY Index,8584.25,8588.35,8523.9,8538.3
1227,2014-12-08,NIFTY Index,8538.65,8546.35,8432.25,8438.25
1228,2014-12-09,NIFTY Index,8439.3,8444.5,8330.5,8340.7
1229,2014-12-10,NIFTY Index,8318.05,8376.8,8317.0,8355.65
1230,2014-12-11,NIFTY Index,8338.85,8348.3,8272.4,8292.9
1231,2014-12-12,NIFTY Index,8302.0,8321.9,8216.3,8224.1
1232,2014-12-15,NIFTY Index,8160.75,8242.4,8152.5,8219.6
1233,2014-12-16,NIFTY Index,8172.6,8189.35,8052.6,8067.6
1234,2014-12-17,NIFTY Index,8041.2,8082.0,7961.35,8029.8
